ISSUER_NAME,ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,CLIMATE_CHANGE_THEME_SCORE,NATURAL_RES_USE_THEME_SCORE,WASTE_MGMT_THEME_SCORE,HUMAN_CAPITAL_THEME_SCORE,PRODUCT_SAFETY_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,BUSINESS_ETHICS_THEME_SCORE,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_EXP_SCORE,ENERGY_EFFICIENCY_EXP_SCORE,PROD_CARB_FTPRNT_EXP_SCORE,WATER_STRESS_SCORE,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_EXP_SCORE,TOXIC_EMISS_WSTE_EXP_SCORE,OPPS_CLN_TECH_EXP_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,PROD_SFTY_QUALITY_EXP_SCORE,CHEM_SAFETY_EXP_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORRUPTION_INST_SCORE,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME
"HOKKAIDO COCA-COLA BOTTLING CO.,LTD.",2573,JP3847800004,JP,20180501,Beverages,6.2,6,8.5,8.2,2,10,8.50,9.40,8.20,,2,,10,3.9,1.7,5.2,9.50,3.9,6.40,3.2,4.9,2.2,8.20,45.00,5.30,6.50,0,2.1,4.60,6.20,5,7.3,7.60,3.60,4.20,2,6.20,4.70,3.90,5.00,5.00,5.00,5.00,20,23,4,8,4,2,5,47,20,18,88
"Micron Memory Japan, Inc.",MU,,JP,20180501,Semiconductors & Semiconductor Equipment,2.4,4.6,4,4,6.9,9.5,3.40,5.90,2.40,,6.9,,9.5,4.2,2,7.8,3.40,6.8,3.20,3.1,5.4,6.5,5.30,0.00,6.00,4.30,0,2.5,7.40,2.80,6.5,8.8,5.90,2.80,1.70,6.9,5.60,4.70,3.30,5.00,5.00,5.00,5.00,83,83,74,69,1,78,87,36,64,85,85
Kawasaki Kasei Chemicals Ltd.,4117,JP3223400007,JP,20180501,Commodity Chemicals,4.3,4.5,4.7,8.6,2.5,4.1,5.70,4.00,8.60,,2.5,,4.1,8.6,8.7,8.9,5.70,6.2,4.90,5.7,7.6,4.7,5.90,0.00,4.30,3.20,5,3.5,7.00,1.30,4.7,4,8.40,2.80,4.20,2.5,2.70,4.60,0.30,5.00,5.00,4.20,4.20,22,24,3,7,4,4,9,65,43,18,88
LIXIL Group Corporation,5938,JP3626800001,JP,20180501,Building Products,5.4,5.9,6.5,4.7,5.7,10,7.90,4.00,4.70,,5.7,,10,3.4,1.5,5.4,8.10,3.7,4.80,3.2,5.4,2.6,5.40,0.00,6.50,4.90,22,5.3,4.20,4.30,5.9,7.2,8.10,3.10,4.20,5.7,7.80,4.80,5.60,5.00,5.00,5.00,5.00,11,12,70,99,3,49,97,79,74,18,88
"DAIFUKU CO.,LTD.",6383,JP3497400006,JP,20180501,Industrial Machinery,8.1,6.1,6.1,7.9,5.4,10,,8.40,7.90,,3.4,6.90,10,2.6,0.8,6,6.50,3.2,2.70,3,3.9,4.8,7.90,19.00,4.80,5.70,0,3.7,5.60,6.30,4.6,5.7,10.00,2.90,6.70,3.4,6.90,6.40,6.30,5.00,5.00,5.00,5.00,42,46,12,33,4,10,26,54,32,18,88
"Meitetsu Transportation Co.,Ltd.",,JP3919000004,JP,20180501,Road & Rail Transport,7,5.1,6.1,4.6,4.4,8.6,4.20,7.40,4.60,,4.4,,8.6,5.4,4,2.6,4.20,3.8,1.00,2.5,3.4,0.8,4.30,23.00,5.10,2.40,23,5.3,3.60,0.00,3.9,3,9.20,1.40,4.20,4.4,2.40,5.10,0.50,5.00,5.00,5.00,5.00,65,70,19,59,2,23,64,70,52,18,88
ROHM COMPANY LIMITED,6963,JP3982800009,JP,20180501,Semiconductors & Semiconductor Equipment,5.6,5.7,5.7,6.6,4.1,9.7,4.40,8.90,6.30,,4.1,,9.7,4.3,2,7.8,4.40,5.5,2.90,3.9,5.4,6.5,7.50,0.00,5.00,5.50,0,2.3,7.40,6.70,4.7,8.5,8.40,2.80,4.20,4.1,6.00,5.30,4.30,5.00,5.00,5.00,5.00,50,54,12,35,4,19,54,89,83,18,88
"Hulic Co.,Ltd.",3003,JP3360800001,JP,20180501,Real Estate Management & Services,6.8,5.4,5.5,7.1,3.5,9,8.40,10.00,7.10,,3.5,,9,4.3,2.7,2,9.10,4.5,6.60,2.6,2.8,2,10.00,0.00,2.60,6.30,0,2.2,5.40,5.50,3.5,1.4,9.20,0.60,4.20,3.5,4.60,4.90,2.50,5.00,5.00,5.00,5.00,11,12,37,92,4,11,28,20,6,18,88
"Hankyu Hanshin Holdings,Inc.",9042,JP3774200004,JP,20180501,Road & Rail Transport,6.7,5,5.3,5.6,2.7,6.1,4.40,8.10,5.60,,2.7,,6.1,5.1,3.4,2.3,5.20,3.9,2.10,2.5,3.2,0.9,5.20,23.00,4.50,2.70,23,4.3,3.70,0.00,4.1,2.3,10.00,1.10,5.00,2.7,4.20,5.00,2.20,5.00,5.00,5.00,5.00,34,39,5,11,4,5,12,54,32,18,88
"TOHO CO., LTD.",9602,JP3598600009,JP,20180501,Media,4.8,4.8,7.8,5.6,2.6,7.8,4.60,7.10,5.60,,2.6,,7.8,2.2,1.6,1.4,4.70,3.3,1.00,2.3,3.7,0,5.40,0.00,2.90,1.30,0,1.6,5.40,4.00,4.6,0.4,7.50,0.90,2.50,2.6,2.30,4.90,0.20,5.00,5.00,5.00,5.00,27,31,3,7,4,5,11,70,52,18,88
AIR WATER INC.,4088,JP3160670000,JP,20180501,Specialty Chemicals,4.3,4.5,4.7,8.6,2.5,4.1,5.70,4.00,8.60,,2.5,,4.1,8.6,8.7,8.9,5.70,6.2,4.90,5.7,7.6,4.7,5.90,0.00,4.30,3.20,5,3.5,7.00,1.30,4.7,4,8.40,2.80,4.20,2.5,2.70,4.60,0.30,5.00,5.00,4.20,4.20,22,24,3,7,4,4,9,65,43,18,88
TAIYO NIPPON SANSO CORPORATION,4091,JP3711600001,JP,20180501,Specialty Chemicals,1.7,3.4,3.4,6.8,2.3,3.4,3.60,3.30,6.80,,2.3,,3.4,8.8,9.6,9,3.60,6.6,3.20,5.9,8.4,6.2,5.90,0.00,5.40,4.30,5,3.9,6.60,0.00,4.1,3,7.40,2.90,3.30,2.3,2.70,5.10,0.80,4.20,4.20,5.00,5.00,16,19,15,46,4,3,7,9,2,18,88
"Tosho Printing Company, Limited",7913,JP3626200004,JP,20180501,Commercial Services & Supplies,4.6,5.2,6.9,7.1,2,9.5,6.90,9.20,7.10,,2,,7,1.9,0.4,1.6,9.00,2.2,6.70,1.5,2.1,0,7.10,45.00,5.60,5.70,0,1.2,4.60,1.50,4.4,5.7,10.00,3.70,6.70,2,6.10,4.80,3.90,5.00,5.00,5.00,5.00,89,92,3,6,4,2,4,20,6,18,88
"Keisei Electric Railway Co.,Ltd.",9009,JP3278600006,JP,20180501,Road & Rail Transport,5.5,4.6,8.3,4.3,1.8,8.3,4.30,7.50,4.30,,1.8,,8.3,5.9,4.2,3.7,4.30,3.7,1.00,2.6,3.8,0.4,4.00,28.00,4.50,1.50,28,6.5,2.90,0.00,3.2,3.5,7.70,2.60,3.30,1.8,2.30,5.20,0.50,5.00,5.00,5.00,5.00,74,74,7,16,4,2,4,4,1,18,88
"Odakyu Electric Railway Co.,Ltd.",9007,JP3196000008,JP,20180501,Road & Rail Transport,7,5.1,6.8,4.5,3.3,9.7,9.50,10.00,4.50,,3.3,,9.7,5.3,3.7,2.6,9.50,3.8,6.30,2.5,3.6,0.6,4.00,23.00,4.50,1.50,23,5.2,3.20,0.00,3.7,2.9,8.30,1.40,3.30,3.3,2.50,5.00,0.50,5.00,5.00,5.00,5.00,79,81,6,15,4,9,22,54,32,18,88
West Japan Railway Company,9021,JP3659000008,JP,20180501,Road & Rail Transport,7.9,4.9,7.4,4,4.6,7.4,7.80,10.00,4.00,,4.6,,7.4,5.9,4.4,3.5,8.10,3.9,5.00,2.6,3.5,0.2,2.80,28.00,5.50,1.30,28,5.8,2.90,2.10,5,3.6,9.50,2.50,5.00,4.6,4.10,5.10,2.20,5.00,5.00,5.00,5.00,30,34,30,83,2,27,73,70,52,18,88
"Asahi Glass Company, Limited",5201,JP3112000009,JP,20180501,Building Products,4.3,5.5,5.4,8,3.2,5.1,6.80,5.90,8.00,,3.2,,5.1,6.3,8.4,6.6,7.30,4.7,5.00,3.8,8.1,3.8,3.80,0.00,7.00,3.80,22,4.9,5.40,2.60,5.4,5.1,9.90,2.90,5.80,3.2,4.10,6.60,3.70,5.00,5.00,5.00,5.00,25,28,21,66,4,8,21,43,18,1,4
Coca-Cola Bottlers Japan Holdings Inc.,2579,JP3293200006,JP,20180501,Beverages,2.2,3.9,3.5,4.6,3.5,2.8,5.20,0.00,5.40,,3.5,,9.6,3.7,1.3,7.1,5.20,5.9,4.00,4,2.7,0,5.30,0.00,4.70,3.00,18,3.8,4.40,0.90,7.2,3.7,10.00,2.80,5.80,3.5,5.60,4.60,3.20,5.00,5.00,5.00,5.00,12,15,12,33,4,13,36,99,100,18,88
Central Japan Railway Company,9022,JP3566800003,JP,20180501,Road & Rail Transport,5.2,4.4,7.4,3.7,3.5,7.4,8.00,7.50,3.70,,3.5,,7.4,6.3,4.6,3,8.00,3.7,4.70,2.6,3.8,0,4.40,28.00,5.30,2.70,28,7,2.60,0.00,4.8,3.9,9.10,2.10,4.20,3.5,4.10,5.10,2.20,5.00,5.00,5.00,5.00,10,11,15,46,4,12,30,70,52,18,88
"DAIKIN INDUSTRIES,LTD.",6367,JP3481800005,JP,20180501,Building Products,8.6,7,8,8.8,3,9.5,9.50,8.00,8.80,,3,,9.5,4,2,5.5,9.90,3.8,6.70,3.3,5.6,8,3.40,0.00,6.80,3.20,22,2.1,5.40,1.80,6.4,7.1,8.30,2.90,4.20,3,2.60,6.80,2.40,5.00,5.00,5.00,5.00,49,53,6,14,4,7,15,54,32,18,88
"Dai Nippon Printing Co., Ltd.",7912,JP3493800001,JP,20180501,Commercial Services & Supplies,6.2,6,8.5,8.2,2,10,8.50,9.40,8.20,,2,,10,3.9,1.7,5.2,9.50,3.9,6.40,3.2,4.9,2.2,8.20,45.00,5.30,6.50,0,2.1,4.60,6.20,5,7.3,7.60,3.60,4.20,2,6.20,4.70,3.90,5.00,5.00,5.00,5.00,20,23,4,8,4,2,5,47,20,18,88
"HINO MOTORS, LTD.",7205,JP3792600003,JP,20180501,Construction & Farm Machinery & Heavy Trucks,6.8,5.5,6.2,7.3,1.1,10,7.90,6.90,7.30,,1.1,,10,2.4,1.8,5.3,8.90,3.2,5.10,3.2,6.5,6.5,6.90,22.00,5.10,5.00,17,3,5.60,5.90,9.2,8.8,6.70,2.80,2.50,1.1,3.90,6.60,3.50,5.00,5.00,5.00,5.00,87,89,0,1,4,1,2,43,18,18,88
"Hitachi Construction Machinery Co., Ltd.",6305,JP3787000003,JP,20180501,Construction & Farm Machinery & Heavy Trucks,6.8,5.5,5.6,6.5,3.4,10,10.00,5.50,6.50,,3.4,,10,2.5,1.1,5.3,10.00,3.4,6.50,3,6.9,3.4,6.50,22.00,5.50,5.00,17,3.7,5.50,6.70,5.3,6.5,8.40,2.80,4.20,3.4,5.40,6.50,4.90,5.00,5.00,5.00,5.00,4,4,12,35,4,10,26,99,100,18,88
INTELLIGENT WAVE INC.,4847,JP3153100007,JP,20180501,Software & Services,6.2,6,8.5,8.2,2,10,8.50,9.40,8.20,,2,,10,3.9,1.7,5.2,9.50,3.9,6.40,3.2,4.9,2.2,8.20,45.00,5.30,6.50,0,2.1,4.60,6.20,5,7.3,7.60,3.60,4.20,2,6.20,4.70,3.90,5.00,5.00,5.00,5.00,20,23,4,8,4,2,5,47,20,18,88
Keikyu Corporation,9006,JP3280200001,JP,20180501,Road & Rail Transport,4.8,4.4,5.2,4.1,3.5,6.6,3.20,8.70,4.10,,3.5,,6.6,5.2,3.9,2.9,3.20,3.8,0.00,2.5,3.3,0.7,4.30,23.00,4.20,1.50,23,6.2,3.70,0.00,3.4,2.9,7.50,1.50,2.50,3.5,2.00,5.50,0.50,5.00,5.00,5.00,5.00,43,47,23,72,4,12,29,29,7,18,88
"NIPPON SHARYO,LTD.",7102,JP3713600009,JP,20180501,Construction & Farm Machinery & Heavy Trucks,5.2,4.4,7.4,3.7,3.5,7.4,8.00,7.50,3.70,,3.5,,10,2.4,0.9,4.6,8.00,3.3,4.70,3,7,4.3,4.40,28.00,5.30,2.70,28,3.4,2.60,0.00,4.2,7.2,9.10,2.10,4.20,3.5,4.10,5.10,2.20,5.00,5.00,5.00,5.00,10,11,15,46,4,12,30,70,52,18,88
"Nagoya Railroad Co., Ltd.",9048,JP3649800004,JP,20180501,Road & Rail Transport,7,5.1,6.1,4.6,4.4,8.6,4.20,7.40,4.60,,4.4,,8.6,5.4,4,2.6,4.20,3.8,1.00,2.5,3.4,0.8,4.30,23.00,5.10,2.40,23,5.3,3.60,0.00,3.9,3,9.20,1.40,4.20,4.4,2.40,5.10,0.50,5.00,5.00,5.00,5.00,65,70,19,59,2,23,64,70,52,18,88
"PARK24 Co., Ltd.",4666,JP3780100008,JP,20180501,Commercial Services & Supplies,5.4,5.6,4.9,6.4,4.4,4.9,5.50,8.80,6.40,,4.4,,4.9,5.1,1,2.6,5.50,2.5,1.00,2.6,1.9,2.1,6.40,33.00,3.90,3.30,27,1.2,2.90,1.50,4.8,1.9,9.20,1.60,4.20,4.4,4.30,4.60,1.90,5.00,5.00,5.00,5.00,39,43,17,52,3,23,64,99,100,18,88
"TOA OIL CO., LTD.",5008,JP3556800005,JP,20180501,"Oil & Gas Refining, Marketing, Transportation & Storage",7.3,6.1,6.3,9.6,2,6.7,1.30,5.90,9.60,,2,,6.7,7.1,9.1,3.6,2.50,5.6,1.10,5.7,8.8,3.7,10.00,0.00,1.60,6.50,20,3.2,7.30,6.30,5.9,5.3,8.60,2.60,4.20,2,4.20,6.00,3.20,5.00,5.00,5.00,5.00,14,17,1,1,4,2,3,99,100,18,88
"TOHO GAS CO., LTD.",9533,JP3600200004,JP,20180501,Utilities,5.9,5.7,6.3,6.6,3.8,7.8,4.70,7.20,6.60,,3.8,,7.8,4.9,7.3,4,6.80,3,2.80,7.5,4.8,0.1,7.40,0.00,3.00,3.40,25,3.8,6.60,0.00,4.4,3.1,8.30,2.00,3.30,3.8,2.40,5.50,0.90,5.00,5.00,5.00,5.00,56,62,9,22,4,15,39,79,74,18,88
TOKYU CORPORATION,9005,JP3574200006,JP,20180501,Road & Rail Transport,8.5,5.6,5.9,6,3.9,6.8,4.80,9.90,6.00,,3.9,,6.8,5,3.5,3,4.80,3.9,1.70,2.3,2.8,0.7,6.20,23.00,4.80,4.00,23,4.3,3.20,2.50,4.7,3.5,9.20,2.00,4.20,3.9,2.60,4.90,0.50,5.00,5.00,5.00,5.00,84,85,7,17,3,16,44,79,74,18,88
"TOPPAN PRINTING CO., LTD.",7911,JP3629000005,JP,20180501,Commercial Services & Supplies,4.6,5.2,6.9,7.1,2,9.5,6.90,9.20,7.10,,2,,9.5,3.8,1.9,5.4,9.00,4.7,6.70,3.4,5.1,1.5,7.10,45.00,5.60,5.70,0,2,4.60,1.50,5.1,5.8,10.00,3.70,6.70,2,6.10,4.80,3.90,5.00,5.00,5.00,5.00,89,92,3,6,4,2,4,20,6,18,88
TOTO LTD.,5332,JP3596200000,JP,20180501,Building Products,6.6,6.3,7.8,5.9,3.1,6.6,9.80,9.30,5.90,,3.1,,6.6,6.7,4.1,5.5,10.00,4,7.00,2.3,4,4.6,5.20,0.00,5.60,3.80,22,5.8,3.90,1.30,4.8,4.3,7.50,2.80,3.30,3.1,4.90,5.00,2.90,5.00,5.00,5.00,5.00,33,37,23,72,4,8,18,16,4,18,88
Caterpillar Finance KK,,XS1320047142,JP,20180501,Construction & Farm Machinery & Heavy Trucks,8.4,6.8,6.6,8.6,4.9,9.6,8.30,6.10,8.60,,4.9,,9.6,2.1,0.9,4.4,8.30,3.4,4.70,3.1,6,4.9,3.60,0.00,8.90,5.50,28,3.7,5.60,3.00,6.6,6.5,7.00,3.30,3.30,4.9,3.90,7.30,4.20,3.70,3.70,5.00,5.00,2,2,40,26,2,32,25,51,89,81,76
"Maruzen CHI Holdings Co., Ltd.",,JP3346330008,JP,20180501,Retail - Consumer Discretionary,6.2,6,8.5,8.2,2,10,8.50,9.40,8.20,,2,,10,3.9,1.7,5.2,9.50,3.9,6.40,3.2,4.9,2.2,8.20,45.00,5.30,6.50,0,2.1,4.60,6.20,5,7.3,7.60,3.60,4.20,2,6.20,4.70,3.90,5.00,5.00,5.00,5.00,20,23,4,8,4,2,5,47,20,18,88
Panasonic Corporation,6752,JP3866800000,JP,20180601,Household Durables,7.4,5.5,8.7,4.3,4.1,10,10.00,9.70,0.30,6.60,4.1,4.20,10,2.7,1.2,5.3,10.00,3.9,6.90,2.8,4.4,6,3.10,0.00,7.10,3.20,0,2.6,6.80,2.00,7,6.5,7.30,3.00,3.30,4.1,7.90,5.00,5.90,,,4.20,4.20,19,22,24,75,3,19,53,78,75,1,5
OLYMPUS CORPORATION,7733,JP3201200007,JP,20180601,Health Care Equipment & Supplies,1.5,3.7,10,3.6,3.1,10,8.50,8.90,6.50,2.20,5.7,1.60,10,2.4,1.1,3,8.50,3.5,5.00,2.7,5.4,0,5.20,0.00,6.60,4.80,0,3,5.60,5.10,6.8,8.9,9.00,3.00,5.00,5.7,1.20,8.40,2.60,2.50,2.50,,,12,13,77,100,3,48,97,78,75,1,5
ASAHI KASEI CORPORATION,3407,JP3111200006,JP,20180601,Commodity Chemicals,8,5.3,6.2,5.6,3.4,8.9,5.10,5.40,7.30,3.90,5.1,2.50,8.9,5.9,5.3,6.9,5.10,5,3.10,3.9,6.9,4.6,4.50,0.00,5.00,2.50,13,4.3,6.70,0.90,6.3,6.8,10.00,1.90,5.80,5.1,7.60,5.50,6.10,2.50,2.50,,,48,51,34,88,1,36,89,78,75,20,90
SUZUKI MOTOR CORPORATION,7269,JP3397200001,JP,20180601,Automobiles,1,3.6,6,1.2,3.7,7.7,9.50,7.30,1.10,1.30,3.3,4.20,10,2.3,1.3,5.8,9.50,3.8,6.30,3.5,7,6.3,1.10,17.00,7.70,1.80,0,4.1,6.00,0.80,9.6,8.1,9.20,2.80,5.00,3.3,1.30,7.40,1.70,4.20,4.20,,,9,9,10,29,3,9,24,78,75,20,90
Panasonic Corporation,6752,JP3866800000,JP,20180701,Household Durables,7.4,5.6,8.7,4.3,4.6,10,10.00,9.70,0.30,6.60,5,4.20,10,2.7,1.2,5.3,10.00,3.9,6.90,2.8,4.4,6,3.10,0.00,7.10,3.20,0,2.6,6.80,2.00,7,6.5,7.30,3.00,3.30,5,7.90,5.00,5.90,,,4.20,4.20,75,77,28,80,2,34,89,79,81,21,91
ASAHI KASEI CORPORATION,3407,JP3111200006,JP,20180701,Commodity Chemicals,8,5.3,6.2,5.6,3.3,8.9,5.10,5.40,7.30,3.90,4.8,2.50,8.9,5.9,5.3,6.9,5.10,5,3.10,3.9,6.9,4.6,4.50,0.00,5.00,2.50,13,4.3,6.70,0.90,6.3,6.8,10.00,1.90,5.80,4.8,7.60,5.50,6.10,2.50,2.50,,,48,51,41,94,1,31,86,56,54,21,91
Bayer Holding Ltd.,,XS0405675009,JP,20180701,Pharmaceuticals,4.7,4.1,3.7,3.8,4.7,9.2,8.40,3.70,4.40,2.60,5.7,4.00,9.2,3,2.1,3.8,8.40,4.2,5.50,4.1,7.3,0.9,4.60,0.00,8.80,6.40,0,2.7,9.00,6.40,8.3,6.8,8.30,2.90,4.20,5.7,4.60,8.30,5.90,2.50,2.50,,,30,19,35,30,2,48,36,73,51,41,41
OTSUKA CORPORATION,4768,JP3188200004,JP,20180801,Software & Services,6.2,4.9,4.9,5.5,3.9,10,5.40,,1.70,9.20,3.9,,10,1.9,1.2,1.5,5.40,2.6,1.00,2.5,2.9,4.7,7.30,0.00,3.50,3.80,0,0.4,7.70,2.40,4.5,0.8,9.20,3.60,5.80,3.9,5.30,4.60,2.90,5.00,5.00,5.00,5.00,95,97,23,71,4,16,54,23,20,17,42
SHOWA SHELL SEKIYU K.K.,5002,JP3366800005,JP,20180801,"Oil & Gas Refining, Marketing, Transportation & Storage",7.3,5.9,6.2,9.6,1.5,6.7,2.50,5.70,9.60,,1.5,,6.7,7.1,9.1,3.6,2.50,5.6,1.10,5.7,8.8,3.7,10.00,0.00,1.60,6.50,20,3.2,7.30,6.30,5.9,5.3,8.60,2.60,4.20,1.5,4.20,6.00,3.20,5.00,5.00,5.00,5.00,8,8,1,1,4,2,4,99,100,17,42
"Idemitsu Kosan Co.,Ltd.",5019,JP3142500002,JP,20180801,"Oil & Gas Refining, Marketing, Transportation & Storage",5.9,5.4,4.9,8.5,4,4.6,8.50,4.60,8.50,,4,,4.6,6.8,6.1,4.2,8.50,4.7,6.20,5.1,7.4,2.5,7.70,0.00,2.50,3.20,20,3.5,6.80,0.00,6,5.8,9.20,1.80,4.20,4,2.50,6.00,1.50,5.00,5.00,5.00,5.00,22,25,15,47,3,17,58,90,87,17,42
"DAITO TRUST CONSTRUCTION CO.,LTD.",1878,JP3486800000,JP,20180801,Real Estate Development & Diversified Activities,3.6,3.7,2.9,5.1,3.4,9.7,6.20,,5.10,,3.4,3.40,9.7,3.6,2.4,2.6,6.20,4.3,3.50,2.3,2.6,2.1,7.20,0.00,3.60,3.80,25,2.9,5.00,0.00,5.9,1.6,7.50,0.10,2.50,3.4,3.40,5.20,1.60,5.00,5.00,5.00,5.00,17,19,18,58,4,11,38,53,50,17,42
UNICHARM CORPORATION,8113,JP3951600000,JP,20180801,Household & Personal Products,5,4.9,5.3,5.4,3.3,5.8,4.90,,6.70,5.60,3.3,,9.1,4.2,4.7,6.2,5.90,6.9,5.80,2.4,4.5,0,6.70,0.00,6.00,5.70,0,4.2,4.20,6.80,6.1,5.1,9.30,2.70,5.00,3.3,5.20,5.70,3.90,5.00,5.00,5.00,5.00,17,18,6,19,4,9,32,90,87,17,42
Kao Corporation,4452,JP3205800000,JP,20180801,Household & Personal Products,6.7,5.6,8.3,4.4,4.6,10,7.20,,8.40,4.80,4.6,,9.3,4,3.9,5.2,7.00,4.6,4.60,3.6,6.5,1,8.40,0.00,4.90,6.30,0,3.7,5.20,7.50,6.2,8.9,9.20,2.80,5.00,4.6,9.00,4.90,6.90,5.00,5.00,5.00,5.00,29,33,26,79,3,25,78,79,80,17,42
"JAPAN SYSTEMS CO.,LTD.",9758,JP3389600002,JP,20180801,Software & Services,5.1,4.6,4.8,3.9,5.8,10,6.40,,2.10,5.60,5.8,,10,1.6,1.6,1.6,6.40,2.8,2.20,1.9,2.9,4,1.90,0.00,8.80,3.70,0,0.4,10.00,5.10,5.9,0.9,5.60,6.20,4.80,5.8,5.80,4.90,3.70,3.70,3.70,5.00,5.00,39,43,65,54,2,46,39,37,60,32,10
Hitachi High-Technologies Corporation,8036,JP3678800008,JP,20180801,"Electronic Equipment, Instruments & Components",6.9,4.9,5.1,5.2,4.1,10,8.80,,6.00,5.70,4.1,,10,3.1,1.8,5.6,8.80,4.5,6.40,3.2,4.5,3,6.00,22.00,5.10,4.10,0,2.4,7.20,3.40,4.9,4.1,10.00,1.80,6.70,4.1,5.60,5.30,3.90,5.00,5.00,5.00,5.00,37,41,48,96,4,48,97,99,100,17,42
"KNT-CT Holdings Co.,Ltd.",9726,JP3260400001,JP,20180801,Hotels & Travel,6.4,4.8,6.2,4.3,3.5,8.4,8.90,10.00,4.30,,3.5,,6.2,2.8,1.5,1.9,8.90,3,5.70,3,3.3,0,3.00,23.00,5.00,1.00,23,1,3.30,0.90,3.1,1.6,5.00,2.00,0.00,3.5,3.50,5.00,1.50,5.00,5.00,4.20,4.20,31,36,3,9,4,9,31,99,100,28,92
OBAYASHI CORPORATION,1802,JP3190000004,JP,20180801,Construction & Engineering,7.8,5,6,5.6,4.4,10,10.00,,5.60,,3.7,4.80,10,2.7,2.5,2.9,10.00,3.9,7.00,2.9,3.1,4,7.50,0.00,4.40,4.90,28,5,6.00,3.80,6.6,3.6,8.30,0.00,3.30,3.7,4.80,8.10,5.90,5.00,5.00,4.20,4.20,49,54,9,26,4,13,46,62,61,28,92
TAIYO LIFE INSURANCE COMPANY,,JP345150AAM6,JP,20180801,Life & Health Insurance,7,5.4,6.9,5.7,4.2,6.9,10.00,,4.20,6.80,4.2,,9.3,0.7,0.1,0.6,10.00,1.4,6.80,1,1.6,0,10.00,0.00,3.00,6.50,0,0.3,7.70,4.90,5.4,0,4.30,8.40,5.70,4.2,6.40,4.90,4.30,5.00,5.00,5.00,5.00,51,61,17,52,4,20,65,70,70,17,42
KONAMI HOLDINGS CORPORATION,9766,JP3300200007,JP,20180801,Software & Services,6.8,5.2,7.7,5.2,4.9,7.7,5.00,,1.10,9.20,4.9,,7.7,1.5,3.6,5.8,5.00,3,1.70,1.8,2.2,5.1,5.40,0.00,3.80,2.20,0,0.3,6.90,1.00,3.8,0.8,9.20,4.50,6.70,4.9,3.20,5.00,1.20,5.00,5.00,5.00,5.00,14,14,31,85,3,32,86,99,100,28,92
FUJITSU LIMITED,6702,JP3818000006,JP,20180801,Software & Services,7.8,5.5,7.5,5.2,4.5,10,10.00,,1.70,9.50,4.5,,10,2.1,1.1,3.4,10.00,3.2,6.70,2.6,3.4,7.3,2.90,0.00,6.60,2.50,0,0.5,9.70,4.40,6.2,3,9.50,4.20,6.70,4.5,7.00,4.80,4.80,4.20,4.20,4.60,4.60,16,18,38,93,3,24,76,58,58,17,42
"HOKKAIDO COCA-COLA BOTTLING CO.,LTD.",2573,JP3847800004,JP,20180801,Beverages,6.2,5.7,8.5,8.2,1.3,10,8.50,9.40,8.20,,1.3,,10,3.9,1.7,5.2,9.50,3.9,6.40,3.2,4.9,2.2,8.20,45.00,5.30,6.50,0,2.1,4.60,6.20,5,7.3,7.60,3.60,4.20,1.3,6.20,4.70,3.90,5.00,5.00,5.00,5.00,4,4,7,20,4,1,3,11,8,17,42
ISUZU MOTORS LIMITED,7202,JP3137200006,JP,20180801,Automobiles,3.8,4.2,5.5,3.2,3.7,6.4,5.70,,3.50,3.00,3.7,,10,2.4,1.4,5.7,5.70,3.5,2.20,3.3,7,6.5,3.50,20.00,5.40,1.90,0,3,6.00,0.00,9.5,8.8,6.70,2.80,2.50,3.7,1.80,6.60,1.40,5.00,5.00,5.00,5.00,59,66,17,52,3,14,47,52,50,17,42
