ISSUER_NAME,ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,CLIMATE_CHANGE_THEME_SCORE,NATURAL_RES_USE_THEME_SCORE,WASTE_MGMT_THEME_SCORE,HUMAN_CAPITAL_THEME_SCORE,PRODUCT_SAFETY_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,BUSINESS_ETHICS_THEME_SCORE,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_EXP_SCORE,ENERGY_EFFICIENCY_EXP_SCORE,PROD_CARB_FTPRNT_EXP_SCORE,WATER_STRESS_SCORE,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_EXP_SCORE,TOXIC_EMISS_WSTE_EXP_SCORE,OPPS_CLN_TECH_EXP_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,PROD_SFTY_QUALITY_EXP_SCORE,CHEM_SAFETY_EXP_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORRUPTION_INST_SCORE,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME
MINES AGNICO EAGLE LIMITEE,AEM,CA0084741085,CA,20181101,Metals and Mining - Precious Metals,8.3,5.2,3.8,6.9,5.3,6.8,4.30,3.00,6.90,,5.8,4.80,6.8,6.9,9.4,4,7.00,5.4,5.40,8.1,7.8,0,7.40,14.00,5.90,6.30,16,5.9,5.30,7.50,2.8,2.6,5.80,0.00,0.80,5.8,4.80,6.50,4.30,4.20,4.20,5.00,5.00,38,40,29,9,3,47,21,67,96,60,32
ALIMENTATION COUCHE-TARD INC.,ATD.B,CA01626P4033,CA,20181101,Retail - Food & Staples,4.1,4.1,5.2,3.4,5.2,4.1,4.20,6.50,2.90,4.20,5.2,,9.6,2.7,1.9,3.7,4.60,4.1,1.70,1.7,1.9,1.5,2.90,19.00,8.50,4.40,0,2.2,2.00,5.90,5.9,6.7,0.00,7.10,0.00,5.2,5.00,4.80,2.80,5.00,5.00,5.00,5.00,100,100,34,14,3,36,11,7,8,76,47
BANQUE DE MONTREAL,BMO,CA0636711016,CA,20181101,Banks,8.1,5.6,7.9,5.1,6,7.9,9.70,,5.80,4.90,7,4.80,10,1,0.4,0.7,9.70,2.2,4.90,0.7,1.1,0,9.20,0.00,6.60,8.80,0,0.5,8.40,7.20,5.7,0,4.70,8.60,6.30,7,10.00,4.80,9.20,4.20,4.20,5.00,5.00,13,12,79,61,1,76,52,48,37,98,95
CAE INC.,CAE,CA1247651088,CA,20181101,Aerospace & Defense,10,6.3,3.7,5.7,7.7,10,7.80,,5.70,5.60,7.4,7.90,10,2.5,1.4,3.5,7.80,3.8,4.70,3.5,6.5,5.4,5.70,20.00,6.30,5.00,0,3.2,5.90,6.70,4.5,6.4,4.70,3.10,0.80,7.4,7.90,6.20,7.10,4.20,4.20,5.00,5.00,82,84,71,51,1,88,81,62,80,92,80
CCL INDUSTRIES INC.,CCL.B,CA1249003098,CA,20181101,Containers & Packaging,4.5,5.4,5.6,4.7,6.2,3.7,5.90,7.40,5.00,4.40,6.2,,3.7,5.1,2.2,5.9,5.40,6.1,4.50,4.2,5.1,2.6,5.00,21.00,6.80,4.80,0,3.8,4.90,1.50,5.4,5.6,8.10,3.10,4.20,6.2,4.00,5.30,2.30,5.00,5.00,5.00,5.00,85,86,79,61,2,59,32,4,4,92,80
BANQUE CANADIENNE IMPERIALE DE COMMERCE,CM,CA1360691010,CA,20181101,Banks,8.5,5.7,6.5,5.2,6.2,6.5,9.20,,6.00,5.20,6.5,5.80,9.7,0.8,0.4,0.6,9.20,2.1,4.30,0.6,1.3,0,8.50,0.00,6.50,8.00,0,0.6,8.10,7.10,5.3,0,4.40,8.80,6.20,6.5,9.80,4.70,7.50,4.20,4.20,5.00,5.00,21,21,64,43,2,64,38,43,26,92,80
EMPIRE COMPANY LIMITED,EMP.A,CA2918434077,CA,20181101,Retail - Food & Staples,5.3,4.5,4.3,4.3,4.9,1.6,6.90,,2.90,5.10,7.1,2.50,9.4,2.9,1.8,7.9,8.00,3.3,4.30,1.7,2.3,0,2.90,17.00,10.00,5.90,0,2.2,2.80,7.00,7.3,5.9,1.10,6.70,0.80,7.1,5.90,4.30,3.20,5.00,5.00,2.50,2.50,90,91,99,98,2,79,59,4,6,92,80
GEORGE WESTON LIMITEE,WN,CA9611485090,CA,20181101,Retail - Food & Staples,7.8,5.2,5.6,5.2,5.1,3.3,7.90,,5.20,3.60,7.2,2.50,9.9,3.1,2,6.7,7.70,3.6,4.30,1.8,2.4,0,3.60,14.00,10.00,6.60,0,2.5,2.30,6.70,7.6,6.4,4.90,7.10,5.00,7.2,8.00,4.20,5.20,4.20,4.20,2.50,2.50,88,89,59,37,1,81,63,62,80,76,47
LES COMPAGNIES LOBLAW LIMITEE,L,CA5394811015,CA,20181101,Retail - Food & Staples,8.1,5.4,5.6,5.5,5.3,3.5,7.80,,5.50,4.20,7.5,2.50,10,3.2,1.4,6.5,7.90,3.4,4.30,1.7,2,0,3.60,14.00,10.00,6.60,0,2.2,4.10,7.50,7.5,6.3,4.00,7.20,4.20,7.5,7.10,4.30,4.40,4.20,4.20,2.50,2.50,15,15,89,80,1,86,74,62,80,92,80
METRO INC.,MRU,CA59162N1096,CA,20181101,Retail - Food & Staples,7.5,5.1,3.9,5.5,5.1,1.6,6.20,,3.70,7.30,7.5,2.50,10,3.1,1.9,7.9,7.90,3.4,4.30,1.8,2.4,0,3.70,17.00,10.00,6.70,0,2.3,2.30,1.70,6.7,5.9,2.00,6.70,1.70,7.5,6.20,4.20,3.40,5.00,5.00,2.50,2.50,15,14,83,68,1,87,77,71,100,92,80
METHANEX CORPORATION,MX,CA59151K1084,CA,20181101,Commodity Chemicals,3.4,3.7,2.9,3.4,7.3,3,5.00,1.20,9.80,3.40,7.3,,3,7,10,8.4,5.00,4.5,2.50,4.5,9.9,4.7,9.80,0.00,3.50,6.30,0,4.9,6.70,1.50,3.6,9.5,7.40,2.90,3.30,7.3,4.50,5.50,3.00,5.00,5.00,5.00,5.00,66,67,71,51,1,78,57,67,96,45,17
ONEX CORPORATION,ONEX,CA68272K1030,CA,20181101,Diversified Financials,5.9,5.4,7.9,5.3,5.2,7.9,7.00,4.30,5.60,4.90,5.2,,7.9,4.8,0.8,1.2,7.10,2.4,2.50,0.9,0.1,0,3.10,0.00,7.40,3.50,0,0.7,6.90,5.50,5.9,0,3.70,5.00,1.70,5.2,3.40,5.30,1.70,5.00,5.00,5.00,5.00,21,21,27,8,3,35,11,47,35,80,58
Spartan Energy Corp.,VETX,CA8467856081,CA,20181101,Oil & Gas Exploration & Production,7,5,3.1,5.7,7.1,4.4,2.60,2.00,5.70,,8.2,6.00,4.4,8.6,3.7,4.6,8.20,4.8,6.00,6.7,6.9,2.3,8.60,0.00,4.40,6.00,18,5.8,6.30,6.30,2.8,5.5,8.30,0.00,3.30,8.2,6.00,6.40,5.40,5.00,5.00,5.00,5.00,100,100,82,66,1,96,95,52,41,100,99
Potash Corporation of Saskatchewan Inc.,NTR,CA73755L1076,CA,20181101,Specialty Chemicals,6,5.4,5.1,5.6,6.4,5.3,8.30,3.40,9.10,1.20,6.4,,5.3,7,8.7,6.6,8.30,4.7,6.00,4.9,7.6,2.1,7.80,0.00,6.50,7.30,15,5.2,5.50,6.30,5.2,6.7,9.20,1.80,4.20,6.4,4.80,5.40,3.20,5.00,5.00,5.00,5.00,72,71,63,42,2,63,37,42,25,60,32
CORPORATION FINANCIERE POWER,PWF,CA73927C1005,CA,20181101,Life & Health Insurance,4.5,4.7,6.4,5,3.1,6.4,9.30,8.80,4.90,5.50,3.1,,9.7,0.7,0.1,0.6,9.40,1.3,4.40,0.8,1.6,0,8.40,0.00,5.10,6.50,0,0.4,7.70,5.60,5.9,0,5.20,9.30,7.50,3.1,5.20,5.00,3.20,5.00,5.00,5.00,5.00,39,43,16,4,4,8,1,6,7,35,4
Rogers Communications Inc.,RCI.B,CA7751092007,CA,20181101,Wireless Telecommunication Services,7.6,5.9,10,5.8,5.6,10,10.00,,5.70,7.00,5.4,5.70,10,2.2,0.9,1.8,10.00,2.3,5.90,1.2,2.1,0,5.70,17.00,9.70,8.40,0,1.5,7.30,8.40,5.9,0,7.00,8.20,8.20,5.4,6.00,6.20,5.20,4.20,4.20,5.00,5.00,65,65,59,37,2,39,14,2,3,92,80
Shaw Communications Inc.,SJR.B,CA82028K2002,CA,20181101,"Broadcasting, Cable & Satellite",3.8,4.3,8.3,3.8,4.3,8.3,10.00,,4.90,2.60,2.6,5.70,8.3,2,1,1.6,10.00,2.1,6.30,1.5,2.8,0.6,4.90,22.00,7.40,5.30,0,1.3,7.20,5.10,5.5,0.1,2.60,9.10,4.70,2.6,5.70,4.70,3.40,5.00,5.00,5.00,5.00,7,6,28,8,4,5,0,2,1,32,2
Suncor Energy Inc.,SU,CA8672241079,CA,20181101,Integrated Oil & Gas,6.3,5.1,3.2,6.3,7.4,3.2,4.90,0.90,6.30,,8,6.80,3.2,8,7.5,3.9,7.50,5.8,6.30,4.9,8.4,3.2,5.70,0.00,4.30,3.00,15,4.2,7.00,0.50,6.1,5.7,10.00,2.00,5.00,8,6.80,5.80,5.60,5.00,5.00,5.00,5.00,28,30,89,80,1,93,89,59,59,100,99
REPSOL OIL & GAS CANADA INC.,REP,US87425EAK91,CA,20181101,Integrated Oil & Gas,7.8,5.9,5.6,6.6,6.1,6,5.90,4.70,6.60,,5.9,6.20,6,7.1,5.3,4.3,8.50,5.2,6.70,7.1,7.5,2.6,6.90,0.00,4.90,4.80,15,6.4,7.60,2.80,5.9,4.3,6.70,0.80,1.70,5.9,6.20,8.40,7.60,5.00,5.00,5.00,5.00,32,36,38,31,2,51,30,56,24,76,70
Ressources Teck Limitee,TECK.B,CA8787422044,CA,20181101,Metals and Mining - Non-Precious Metals,6.9,5.2,3.8,7.1,5.7,5.4,4.50,1.80,7.10,,5.7,5.70,5.4,7.1,9.9,4.1,5.80,5.7,4.50,8.3,7.9,0.6,7.30,12.00,5.90,6.20,15,6.4,5.20,6.70,4,2.3,6.70,0.00,1.70,5.7,5.70,7.00,5.70,5.00,5.00,5.00,5.00,46,49,55,33,3,48,22,6,7,98,95
CRESCENT POINT ENERGY CORP.,CPG,CA22576C1014,CA,20181101,Oil & Gas Exploration & Production,5.5,4.5,2.2,5.2,7.2,1.1,2.90,2.70,5.20,,7.8,6.70,1.1,9.6,3.7,4.3,7.10,5.6,5.70,6.8,6.9,2.2,4.80,0.00,4.70,2.50,18,5.9,6.40,1.30,3.4,5.2,5.80,0.10,0.80,7.8,6.70,6.20,5.90,5.00,5.00,5.00,5.00,62,63,75,56,1,91,85,67,96,54,27
HSBC BANK CANADA,HSBA,CA40427HTC74,CA,20181101,Banks,4.1,4.5,6.1,4.4,4.4,6.1,7.40,,5.30,4.40,7.6,0.70,10,0.9,0.4,0.7,7.40,2.2,2.60,0.7,1,0,7.50,0.00,8.30,8.80,0,0.5,9.60,7.90,5.9,0,5.10,8.10,6.20,7.6,10.00,5.90,9.60,2.50,2.50,5.00,5.00,100,100,72,41,1,92,52,79,35,60,24
RBC Capital Trust,RY,CA74925YAA07,CA,20181101,Banks,7,5.3,6.7,5.1,5.2,6.7,10.00,,5.80,5.30,7.2,3.00,10,1,0.4,0.7,10.00,2.2,7.30,0.7,1,0,7.00,0.00,7.20,7.20,0,0.5,8.50,7.30,5.9,0,4.90,8.30,6.20,7.2,8.70,5.00,6.70,3.70,3.70,5.00,5.00,35,37,89,80,1,80,62,48,37,76,47
Glencore Canada Corporation,GLENX,US655422AV53,CA,20181101,Metals and Mining - Non-Precious Metals,4,3.6,3.1,2.4,5.7,6.1,3.00,1.80,2.40,,7.3,3.50,6.1,6.4,9.9,4.3,4.10,5.8,2.90,8.7,7.9,0.4,0.00,12.00,9.90,1.40,15,6.9,5.20,0.00,5.1,2,7.50,0.00,2.50,7.3,3.50,8.00,4.50,3.70,3.70,5.00,5.00,18,15,59,27,1,83,28,90,44,98,96
La Compagnie de Telephone Bell du Canada ou Bell Canada,BCE,CA07813ZBS26,CA,20181101,Integrated Telecommunication Services,4.5,4.4,10,3.1,5.2,10,9.70,,2.90,3.40,6.8,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6.1,0,3.40,9.00,5.40,6.8,4.40,6.20,3.60,3.70,3.70,3.70,3.70,84,85,64,43,2,72,46,52,41,54,27
TELUS COMMUNICATIONS INC.,,CA110727BL70,CA,20181101,Integrated Telecommunication Services,8.2,5.9,10,5.1,6.3,10,9.30,,4.00,6.20,7.2,5.60,10,2.5,1,1.9,9.30,2.5,4.80,1.1,1.7,0,4.00,17.00,10.00,7.00,0,1.5,7.20,6.30,5.4,0,6.20,9.00,8.20,7.2,5.90,6.20,5.10,5.00,5.00,5.00,5.00,80,81,79,61,1,81,65,21,14,98,95
SOCIETE FINANCIERE DAIMLER CANADA INC.,DAIG,XS1346622803,CA,20181101,Automobiles,5.3,4.6,5.6,4.2,4,5.8,9.10,,5.00,3.50,4.6,3.30,10,2.2,1.3,6.81,9.10,3.5,5.60,2.7,6.2,5.4,5.00,18.00,10.00,8.00,0,3.2,5.90,6.70,9,7.9,10.00,3.60,7.50,4.6,7.10,6.70,6.80,3.30,3.30,3.70,3.70,23,12,39,38,2,26,20,7,3,60,65
Sumitomo Mitsui Banking Corporation of Canada,,XS1075197936,CA,20181101,Banks,6.5,5.3,7.3,6,3.8,7.3,8.70,,3.80,7.70,5.6,1.80,10,0.8,0.4,0.6,8.70,2.1,4.20,0.7,1.3,0,7.30,0.00,6.40,6.70,0,0.6,7.50,4.30,5.9,0,6.20,7.60,6.80,5.6,6.60,5.20,4.80,4.20,4.20,5.00,5.00,47,52,52,97,3,45,94,71,70,18,40
Nestle Capital Canada Ltd,,CA641059YA29,CA,20181101,Food Products,7.8,5.2,5.9,4.3,5.8,7.7,5.10,,2.60,4.50,6.9,2.50,10,4,1.9,8.2,5.50,7.1,5.60,4,3.1,0,2.50,0.00,8.20,3.70,0,5.9,3.00,1.70,8.5,6.2,7.30,3.00,3.30,6.9,6.80,5.10,4.90,3.70,3.70,2.50,2.50,27,20,63,46,1,75,43,67,30,80,83
WELLS FARGO CANADA CORPORATION,WFC,CA94975ZBM73,CA,20181101,Diversified Financials,0.6,3.8,7.3,3.5,3.5,7.3,10.00,,5.50,1.50,6.6,0.00,10,0.9,0.4,0.6,10.00,2.5,6.60,0.8,1.2,0,8.10,0.00,7.10,8.20,0,0.6,7.30,5.80,5.9,0,1.10,9.70,3.80,6.6,9.40,5.10,7.50,0.00,0.00,5.00,5.00,16,17,68,57,2,68,70,52,85,92,89
THE MANUFACTURERS LIFE INSURANCE COMPANY,,CA564835AL03,CA,20181101,Life & Health Insurance,7,5.6,6.3,5.1,7.4,6.3,10.00,8.80,4.90,5.80,7.4,,10,1,0.2,0.8,10.00,2.2,6.30,0.8,1,0,8.20,0.00,5.70,6.90,0,0.4,9.80,7.70,5.9,0,5.90,8.30,7.20,7.4,7.10,5.60,5.70,5.00,5.00,5.00,5.00,86,87,86,74,1,85,73,36,21,92,80
Citibank Canada,,CA172926DX24,CA,20181101,Banks,4.1,4.5,7.3,4.4,3.9,7.3,10.00,,3.80,5.00,7,0.50,10,1,0.3,0.7,10.00,2.2,7.30,0.8,0.9,0,7.00,0.00,7.10,7.10,0,0.4,10.00,6.80,5.9,0,7.30,7.90,8.20,7,9.00,5.40,7.40,2.50,2.50,5.00,5.00,24,26,79,73,1,76,81,52,85,80,78
APACHE FINANCE CANADA CORPORATION,,US03746AAA88,CA,20181101,Oil & Gas Exploration & Production,4.7,4.1,3.5,4.8,4.7,4.3,3.40,2.40,4.80,,6.3,3.10,4.3,8.4,3.7,4.6,8.30,5.6,6.90,7.8,6.9,2.3,10.00,0.00,3.70,7.30,18,7.1,6.30,6.80,4.2,4.5,7.50,0.10,2.50,6.3,3.10,7.60,3.70,5.00,5.00,5.00,5.00,13,14,82,77,3,59,56,35,54,55,47
SOBEYS INC.,EMP,CA833577AE94,CA,20181101,Retail - Food & Staples,5.3,4.5,4.3,4.3,4.9,1.6,6.90,,2.90,5.10,7.1,2.50,9.4,2.9,1.8,7.9,8.00,3.3,4.30,1.7,2.3,0,2.90,17.00,10.00,5.90,0,2.2,2.80,7.00,7.3,5.9,1.10,6.70,0.80,7.1,5.90,4.30,3.20,5.00,5.00,2.50,2.50,90,91,99,98,2,79,59,4,6,92,80
BAC CANADA FINANCE COMPANY,,CA59021ZLM37,CA,20181101,Banks,4.1,4.6,6.4,4.6,4.2,6.4,10.00,,4.00,5.00,6.8,1.30,10,1,0.4,0.7,10.00,2.4,5.40,0.8,1.1,0,6.10,0.00,7.30,6.40,0,0.5,9.20,6.20,5.9,0,5.40,8.90,7.30,6.8,8.20,5.20,6.40,2.50,2.50,5.00,5.00,13,14,83,78,2,72,76,43,67,92,89
BMO Capital Trust,,CA05560HAB92,CA,20181101,Banks,8.1,5.6,7.9,5.1,6,7.9,9.70,,5.80,4.90,7,4.80,10,1,0.4,0.7,9.70,2.2,4.90,0.7,1.1,0,9.20,0.00,6.60,8.80,0,0.5,8.40,7.20,5.7,0,4.70,8.60,6.30,7,10.00,4.80,9.20,4.20,4.20,5.00,5.00,13,12,79,61,1,76,52,48,37,98,95
Manulife Financial Capital Trust,,CA56501Q9B64,CA,20181101,Life & Health Insurance,7,5.6,6.3,5.1,7.4,6.3,10.00,8.80,4.90,5.80,7.4,,10,1,0.2,0.8,10.00,2.2,6.30,0.8,1,0,8.20,0.00,5.70,6.90,0,0.4,9.80,7.70,5.9,0,5.90,8.30,7.20,7.4,7.10,5.60,5.70,5.00,5.00,5.00,5.00,86,87,86,74,1,85,73,36,21,92,80
Scotiabank Capital Trust,,CA80928BAB23,CA,20181101,Banks,7.8,5.5,6,5.2,5.9,6,8.80,,6.80,4.40,7.2,4.50,10,0.8,0.4,0.6,8.80,2.1,3.90,0.7,1.3,0,7.20,0.00,7.10,7.30,0,0.6,7.10,6.90,5.9,0,4.30,8.70,6.00,7.2,7.70,5.60,6.30,2.50,2.50,5.00,5.00,22,25,86,74,1,80,62,52,41,92,80
BANQUE MANUVIE DU CANADA,,CA565018CX45,CA,20181101,Banks,7,5.6,6.3,5.1,7.4,6.3,10.00,8.80,4.90,5.80,7.4,,10,1,0.2,0.8,10.00,2.2,6.30,0.8,1,0,8.20,0.00,5.70,6.90,0,0.4,9.80,7.70,5.9,0,5.90,8.30,7.20,7.4,7.10,5.60,5.70,5.00,5.00,5.00,5.00,86,87,86,74,1,85,73,36,21,92,80
Industrial Alliance Capital Trust,,CA455869AA55,CA,20181101,Life & Health Insurance,4.2,5,4.2,4.2,8.2,4.2,7.20,8.80,4.40,4.70,8.2,,9,0.7,0.1,0.7,7.20,1.7,2.20,0.6,1.2,0,7.30,0.00,3.50,3.80,0,0.4,8.00,5.40,4.8,0,4.10,7.90,5.00,8.2,5.50,4.50,3.00,5.00,5.00,5.00,5.00,92,93,92,85,1,96,94,52,43,92,80
"CREDIT VW CANADA, INC.",VOWG,CA918423AR52,CA,20181101,Automobiles,0,2.6,4.9,1.8,1,4.6,8.80,,3.50,0.30,2,0.00,10,2.2,1.3,6.84,8.80,3.4,5.20,2.7,6.3,5.6,3.50,18.00,10.00,6.50,0,3,6.00,5.10,9.2,8.2,9.10,3.70,5.80,2,6.70,6.80,6.50,0.00,0.00,4.20,4.20,2,1,10,12,4,3,1,3,0,76,88
Corporation BNP Paribas Canada,,CA05579XYE17,CA,20181101,Banks,7,5.2,7.5,5.6,3.9,7.5,10.00,,7.30,5.10,7.1,0.40,10,0.8,0.4,0.6,10.00,2,5.80,0.7,1.3,0,6.30,0.00,8.90,8.20,0,0.6,8.10,8.40,5.9,0,4.70,9.30,7.00,7.1,6.30,5.50,4.80,2.50,2.50,5.00,5.00,63,66,64,65,1,79,73,55,32,92,91
Glacier Credit Card Trust,,CA37638TY691,CA,20181101,Retail - Consumer Discretionary,7.5,5.3,6.5,4.6,5.9,8.4,4.60,10.00,4.80,4.60,5.9,,10,2.3,1.8,5,6.90,3.6,3.50,1.1,2.1,1.4,4.80,23.00,8.00,5.80,0,1.9,5.00,3.80,4.8,2.6,4.30,5.20,2.50,5.9,5.80,4.40,3.20,5.00,5.00,5.00,5.00,36,37,95,90,2,51,25,4,4,54,27
BARRICK GOLD FINANCE COMPANY,ABX,US06849VAA17,CA,20181101,Metals and Mining - Precious Metals,3.9,3.9,2.3,5.6,4.4,7.2,1.60,3.40,5.60,,7.4,1.10,7.2,6,9.5,3.9,3.70,6.5,3.20,10,7.9,0,5.90,14.00,6.90,5.80,16,7.3,5.30,5.00,3.9,2.1,5.00,0.00,0.00,7.4,1.10,7.50,1.60,3.70,3.70,5.00,5.00,18,17,67,47,2,85,72,67,96,100,99
TELEBEC SOCIETE EN COMMANDITE,,CA87926DAB51,CA,20181101,Integrated Telecommunication Services,4.5,4.4,10,3.1,5.2,10,9.70,,2.90,3.40,6.8,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6.1,0,3.40,9.00,5.40,6.8,4.40,6.20,3.60,3.70,3.70,3.70,3.70,84,85,64,43,2,72,46,52,41,54,27
Glencore Finance (Canada) Limited,GLENX,US98417EAK64,CA,20181101,Metals and Mining - Non-Precious Metals,4,3.6,3.1,2.4,5.7,6.1,3.00,1.80,2.40,,7.3,3.50,6.1,6.4,9.9,4.3,4.10,5.8,2.90,8.7,7.9,0.4,0.00,12.00,9.90,1.40,15,6.9,5.20,0.00,5.1,2,7.50,0.00,2.50,7.3,3.50,8.00,4.50,3.70,3.70,5.00,5.00,18,15,59,27,1,83,28,90,44,98,96
"BELL ALIANT COMMUNICATIONS REGIONALES, SOCIETE EN COMMANDITE",,CA07785ZBE75,CA,20181101,Integrated Telecommunication Services,4.5,4.4,10,3.1,5.2,10,9.70,,2.90,3.40,6.8,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6.1,0,3.40,9.00,5.40,6.8,4.40,6.20,3.60,3.70,3.70,3.70,3.70,84,85,64,43,2,72,46,52,41,54,27
J.P. Morgan Bank Canada,,CA46628WBD52,CA,20181101,Banks,3.3,4.3,6.5,4.5,3.5,6.5,9.90,,6.50,3.70,5.7,1.00,10,0.8,0.4,0.6,9.90,2.3,5.20,0.8,1.3,0,6.10,0.00,7.50,6.60,0,0.6,7.20,6.70,5.9,0,3.80,9.20,6.00,5.7,10.00,5.50,9.20,2.50,2.50,5.00,5.00,14,15,49,34,3,45,35,55,90,45,34
Bank of Montreal (Toronto Branch),,XS1850190809,CA,20181101,Banks,8.1,5.6,7.9,5.1,6,7.9,9.70,,5.80,4.90,7,4.80,10,1,0.4,0.7,9.70,2.2,4.90,0.7,1.1,0,9.20,0.00,6.60,8.80,0,0.5,8.40,7.20,5.7,0,4.70,8.60,6.30,7,10.00,4.80,9.20,4.20,4.20,5.00,5.00,13,12,79,61,1,76,52,48,37,98,95
RIO TINTO ALCAN INC.,RIOX,US013716AU93,CA,20181101,Metals and Mining - Non-Precious Metals,5.4,4.3,2.6,5.2,6.3,4.6,2.60,1.60,5.20,,7.8,4.20,4.6,7.6,9.8,5.9,3.10,8,4.10,8.9,8.6,0,2.10,12.00,10.00,5.10,15,5.2,5.10,6.70,5.2,3.2,10.00,0.70,6.70,7.8,4.20,6.50,3.70,3.70,3.70,5.00,5.00,15,11,86,60,1,91,48,99,96,80,49
Bay Street Funding Trust,,CA072903ZV29,CA,20181101,Banks,7.8,5.5,6,5.2,5.9,6,8.80,,6.80,4.40,7.2,4.50,10,0.8,0.4,0.6,8.80,2.1,3.90,0.7,1.3,0,7.20,0.00,7.10,7.30,0,0.6,7.10,6.90,5.9,0,4.30,8.70,6.00,7.2,7.70,5.60,6.30,2.50,2.50,5.00,5.00,22,25,86,74,1,80,62,52,41,92,80
"JPMorgan Chase Bank, National Association",,CA480905YA02,CA,20181101,Banks,3.3,4.3,6.5,4.5,3.5,6.5,9.90,,6.50,3.70,5.7,1.00,10,0.8,0.4,0.6,9.90,2.3,5.20,0.8,1.3,0,6.10,0.00,7.50,6.60,0,0.6,7.20,6.70,5.9,0,3.80,9.20,6.00,5.7,10.00,5.50,9.20,2.50,2.50,5.00,5.00,14,15,49,34,3,45,35,55,90,45,34
Glencore Canada Financial Corp,GLENX,XS0366204393,CA,20181101,Metals and Mining - Non-Precious Metals,4,3.6,3.1,2.4,5.7,6.1,3.00,1.80,2.40,,7.3,3.50,6.1,6.4,9.9,4.3,4.10,5.8,2.90,8.7,7.9,0.4,0.00,12.00,9.90,1.40,15,6.9,5.20,0.00,5.1,2,7.50,0.00,2.50,7.3,3.50,8.00,4.50,3.70,3.70,5.00,5.00,18,15,59,27,1,83,28,90,44,98,96
TOTAL CAPITAL CANADA LTD.,TOTF,XS1111559925,CA,20181101,Integrated Oil & Gas,7,5.4,6.2,4.7,4.7,7.8,5.60,5.50,4.70,,6.3,3.20,7.8,6.7,4.5,4.6,7.70,5.4,6.00,7.1,7.2,2.5,6.00,0.00,7.50,6.50,15,7.5,7.40,5.50,5.8,3.9,10.00,0.30,5.80,6.3,3.20,9.10,5.30,5.00,5.00,4.20,4.20,44,50,37,34,2,59,47,59,37,92,91
Citibank National Association (Toronto Branch),,CA17311DAA78,CA,20181101,Banks,4.1,4.5,7.3,4.4,3.9,7.3,10.00,,3.80,5.00,7,0.50,10,1,0.3,0.7,10.00,2.2,7.30,0.8,0.9,0,7.00,0.00,7.10,7.10,0,0.4,10.00,6.80,5.9,0,7.30,7.90,8.20,7,9.00,5.40,7.40,2.50,2.50,5.00,5.00,24,26,79,73,1,76,81,52,85,80,78
NBC Asset Trust,NA,CA62874WAB87,CA,20181101,Banks,7.8,5.5,2.3,5.1,7,2.3,9.20,,7.70,4.70,8.3,5.60,10,0.9,0.4,0.7,9.20,2.1,4.30,0.6,1.2,0,7.10,0.00,6.10,6.20,0,0.5,6.70,7.40,4.5,0,2.30,8.90,4.20,8.3,6.70,4.60,4.30,4.20,4.20,5.00,5.00,61,61,95,90,1,97,96,52,43,100,99
