ISSUER_NAME,ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,CLIMATE_CHANGE_THEME_SCORE,NATURAL_RES_USE_THEME_SCORE,WASTE_MGMT_THEME_SCORE,HUMAN_CAPITAL_THEME_SCORE,PRODUCT_SAFETY_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,BUSINESS_ETHICS_THEME_SCORE,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_EXP_SCORE,ENERGY_EFFICIENCY_EXP_SCORE,PROD_CARB_FTPRNT_EXP_SCORE,WATER_STRESS_SCORE,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_EXP_SCORE,TOXIC_EMISS_WSTE_EXP_SCORE,OPPS_CLN_TECH_EXP_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,PROD_SFTY_QUALITY_EXP_SCORE,CHEM_SAFETY_EXP_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORRUPTION_INST_SCORE,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME
BANK OF COMMUNICATIONS CO. LTD. LONDON BRANCH,,XS1867686476,GB,20181201,Banks,3.30,4.30,4.80,4.10,4.30,4.80,5.70,,4.70,4.20,6.40,2.00,9.00,0.70,0.40,0.60,5.70,2.30,1.00,0.80,1.30,0.00,6.10,0.00,6.40,5.50,0.00,0.80,6.10,3.80,5.90,0.00,2.70,7.80,3.50,6.40,0.60,8.60,2.20,4.20,4.20,5.00,5.00,48,44,46,64,2,63,82,59,33,76,91
The Royal Bank of Scotland Plc,,XS1278899882,GB,20181201,Banks,4.20,4.80,6.90,4.50,4.90,6.90,9.00,,6.00,3.80,8.70,0.60,10.00,0.80,0.40,0.60,9.00,2.20,4.20,0.60,1.30,0.00,7.80,0.00,8.00,8.80,0.00,0.40,8.10,7.10,5.70,0.00,3.40,9.90,6.30,8.70,9.00,5.10,7.10,2.50,2.50,4.20,4.20,34,32,98,96,1,99,89,99,97,92,79
BARCLAYS BANK UK PLC,,XS0456178580,GB,20181201,Banks,4.50,4.90,7.20,4.90,4.40,7.20,10.00,,3.10,5.50,7.50,0.90,10.00,0.80,0.40,0.70,10.00,2.20,6.70,0.60,1.30,0.00,5.00,0.00,7.70,5.70,0.00,0.50,8.40,4.50,5.90,0.00,5.00,8.80,6.80,7.50,8.40,5.30,6.70,2.50,2.50,5.00,5.00,27,23,72,41,1,86,36,79,34,92,79
SENSATA TECHNOLOGIES HOLDING PLC,ST,GB00BFMBMT84,GB,20181201,Electrical Equipment,4.40,5.40,5.50,3.50,6.40,5.50,4.90,6.00,3.50,,7.70,5.00,5.50,2.50,1.80,3.80,4.90,3.10,1.00,3.10,4.10,5.10,3.50,22.00,6.50,3.00,0.00,2.70,8.10,1.70,4.60,5.00,9.70,3.10,5.80,7.70,5.00,6.30,4.30,5.00,5.00,5.00,5.00,59,61,68,58,1,91,97,90,100,92,88
"CHINA MERCHANTS BANK CO., LTD",,XS1850431930,GB,20181201,Banks,5.60,4.90,5.10,3.60,7.00,5.10,5.70,,4.50,3.20,7.90,6.00,7.00,0.80,0.40,0.60,5.70,2.30,1.00,0.80,1.20,0.00,6.90,0.00,6.30,6.20,0.00,0.70,6.80,4.30,5.90,0.00,2.90,7.80,3.70,7.90,1.40,7.60,2.00,4.20,4.20,5.00,5.00,73,76,83,99,1,92,99,90,98,55,65
"SHANGHAI PUDONG DEVELOPMENT BANK CO., LTD",,XS1896799712,GB,20181201,Banks,5.60,4.90,5.60,5.20,4.30,5.60,7.00,,7.80,3.70,5.90,2.40,7.30,0.70,0.40,0.60,7.00,2.30,2.30,0.80,1.30,0.00,6.10,0.00,5.80,4.90,0.00,0.80,6.10,6.90,5.90,0.00,2.00,7.80,2.80,5.90,4.40,7.60,4.00,4.20,4.20,5.00,5.00,15,13,68,92,3,50,69,90,98,18,48
NORDEA BANK ABP LONDON BRANCH,,XS1854100994,GB,20181201,Banks,5.20,4.80,6.90,4.20,5.30,6.90,9.00,,3.30,4.80,8.50,1.60,10.00,0.90,0.40,0.60,9.00,1.40,4.00,0.60,1.20,0.00,8.10,0.00,5.00,6.10,0.00,0.40,7.70,4.00,5.90,0.00,3.50,9.70,6.20,8.50,8.30,4.50,5.80,4.20,4.20,5.00,5.00,80,87,99,99,1,98,97,90,68,55,31
CNH Industrial N.V.,CNHI,NL0010545661,GB,20180101,Construction & Farm Machinery & Heavy Trucks,10,7.2,7.1,10,3.8,9.2,9.80,7.90,10.00,,3.8,,9.2,2.5,1.2,5.3,9.90,3.7,6.60,2.9,6.8,4.6,5.10,0.00,9.60,7.70,28,3.6,6.70,5.00,7.7,6.8,9.80,3.00,5.80,3.8,5.40,6.90,5.30,5.00,5.00,4.20,4.20,25,25,4,3,3,18,14,79,99,69,26
CNH Industrial N.V.,CNHI,NL0010545661,GB,20180201,Construction & Farm Machinery & Heavy Trucks,10,7.2,7.1,10,3.7,9.2,9.80,7.90,10.00,,3.7,,9.2,2.5,1.2,5.3,9.90,3.7,6.60,2.9,6.8,4.6,5.10,0.00,9.60,7.70,28,3.6,6.70,5.00,7.7,6.8,9.80,3.00,5.80,3.7,5.40,6.90,5.30,5.00,5.00,4.20,4.20,24,24,6,4,3,14,5,61,68,45,24
CNH Industrial N.V.,CNHI,NL0010545661,GB,20180301,Construction & Farm Machinery & Heavy Trucks,10,7.2,7.1,10,3.9,9.2,9.80,7.90,10.00,,3.9,,9.2,2.5,1.2,5.3,9.90,3.7,6.60,2.9,6.8,4.6,5.10,0.00,9.60,7.70,28,3.6,6.70,5.00,7.7,6.8,9.80,3.00,5.80,3.9,5.40,6.90,5.30,5.00,5.00,4.20,4.20,23,25,5,4,3,16,5,61,67,56,37
SSE PLC,SSE,GB0007908733,GB,20180401,Utilities,9.3,7.3,7.3,4.7,8.6,10,6.20,7.90,4.70,,8.6,,10,3.3,7.3,3.8,4.60,3.2,0.80,3.8,4.5,4.7,5.70,0.00,6.20,4.90,0,3,7.20,4.90,6.3,4.9,9.20,1.80,4.20,8.6,6.10,5.70,4.80,4.20,4.20,5.00,5.00,70,88,99,95,1,99,96,78,38,86,62
SOUTHERN ELECTRIC POWER DISTRIBUTION PLC,SSE,XS0139563166,GB,20180401,Utilities,9.3,7.3,7.3,4.7,8.6,10,6.20,7.90,4.70,,8.6,,10,3.3,7.3,3.8,4.60,3.2,0.80,3.8,4.5,4.7,5.70,0.00,6.20,4.90,0,3,7.20,4.90,6.3,4.9,9.20,1.80,4.20,8.6,6.10,5.70,4.80,4.20,4.20,5.00,5.00,70,88,99,95,1,99,96,78,38,86,62
SCOTTISH HYDRO ELECTRIC POWER DISTRIBUTION PLC,,XS0270713091,GB,20180401,Utilities,9.3,7.3,7.3,4.7,8.6,10,6.20,7.90,4.70,,8.6,,10,3.3,7.3,3.8,4.60,3.2,0.80,3.8,4.5,4.7,5.70,0.00,6.20,4.90,0,3,7.20,4.90,6.3,4.9,9.20,1.80,4.20,8.6,6.10,5.70,4.80,4.20,4.20,5.00,5.00,70,88,99,95,1,99,96,78,38,86,62
CNH Industrial N.V.,CNHI,NL0010545661,GB,20180401,Construction & Farm Machinery & Heavy Trucks,10,7.3,7.1,10,4.4,9.2,9.80,7.90,10.00,,4.4,,9.2,2.5,1.2,5.3,9.90,3.7,6.60,2.9,6.8,4.6,5.10,0.00,9.60,7.70,28,3.6,6.70,5.00,7.7,6.8,9.80,3.00,5.80,4.4,5.40,6.90,5.30,5.00,5.00,4.20,4.20,19,26,30,28,3,22,11,17,18,58,36
PEARSON PLC,PSON,GB0006776081,GB,20180501,Media,8.2,6.5,8.4,5.1,6.5,10,8.40,10.00,5.10,,6.5,,10,1.9,0.4,1.6,8.10,2.4,3.50,1.4,2.1,0,7.20,0.00,7.10,7.30,0,1.3,8.70,6.80,6,5.8,8.70,4.80,6.50,6.5,10.00,4.80,7.90,5.00,5.00,5.00,5.00,22,19,59,26,1,69,14,99,97,38,5
SSE PLC,SSE,GB0007908733,GB,20180501,Utilities,9.3,7.3,7.3,4.7,8.6,10,6.20,7.90,4.70,,8.6,,10,3.3,7.3,3.8,4.60,3.2,0.80,3.8,4.5,4.7,5.70,0.00,6.20,4.90,0,3,7.20,4.90,6.3,4.9,9.20,1.80,4.20,8.6,6.10,5.70,4.80,4.20,4.20,5.00,5.00,86,88,99,95,1,99,96,79,38,85,61
SOUTHERN ELECTRIC POWER DISTRIBUTION PLC,SSE,XS0139563166,GB,20180501,Utilities,9.3,7.3,7.3,4.7,8.6,10,6.20,7.90,4.70,,8.6,,10,3.3,7.3,3.8,4.60,3.2,0.80,3.8,4.5,4.7,5.70,0.00,6.20,4.90,0,3,7.20,4.90,6.3,4.9,9.20,1.80,4.20,8.6,6.10,5.70,4.80,4.20,4.20,5.00,5.00,86,88,99,95,1,99,96,79,38,85,61
SCOTTISH HYDRO ELECTRIC POWER DISTRIBUTION PLC,,XS0270713091,GB,20180501,Utilities,9.3,7.3,7.3,4.7,8.6,10,6.20,7.90,4.70,,8.6,,10,3.3,7.3,3.8,4.60,3.2,0.80,3.8,4.5,4.7,5.70,0.00,6.20,4.90,0,3,7.20,4.90,6.3,4.9,9.20,1.80,4.20,8.6,6.10,5.70,4.80,4.20,4.20,5.00,5.00,86,88,99,95,1,99,96,79,38,85,61
PEARSON FUNDING FOUR PLC,,US705011AA25,GB,20180501,Media,8.2,6.5,8.4,5.1,6.5,10,8.40,10.00,5.10,,6.5,,10,1.9,0.4,1.6,8.10,2.4,3.50,1.4,2.1,0,7.20,0.00,7.10,7.30,0,1.3,8.70,6.80,6,5.8,8.70,4.80,6.50,6.5,10.00,4.80,7.90,5.00,5.00,5.00,5.00,22,19,59,26,1,69,14,99,97,38,5
PEARSON FUNDING FIVE PLC,,XS1228153661,GB,20180501,Media,8.2,6.5,8.4,5.1,6.5,10,8.40,10.00,5.10,,6.5,,10,1.9,0.4,1.6,8.10,2.4,3.50,1.4,2.1,0,7.20,0.00,7.10,7.30,0,1.3,8.70,6.80,6,5.8,8.70,4.80,6.50,6.5,10.00,4.80,7.90,5.00,5.00,5.00,5.00,22,19,59,26,1,69,14,99,97,38,5
CNH Industrial N.V.,CNHI,NL0010545661,GB,20180501,Construction & Farm Machinery & Heavy Trucks,10,7.3,7.1,10,4.4,9.2,9.80,7.90,10.00,,4.4,,9.2,3.1,0.8,5.3,9.90,3.6,6.60,2.3,5,4.6,5.10,0.00,9.60,7.70,28,3.6,6.70,5.00,7.7,6.7,9.80,3.00,5.80,4.4,5.40,6.90,5.30,5.00,5.00,4.20,4.20,24,26,30,26,3,24,8,17,17,58,36
BT GROUP PLC,BT.A,GB0030913577,GB,20180601,Integrated Telecommunication Services,8.2,5.8,10,6.3,4.8,10,10.00,10.00,5.60,5.80,5.5,4.40,10,2.4,1,1.9,10.00,2.6,5.70,1.2,1.7,0,5.60,17.00,9.60,8.20,0,1.2,7.20,7.50,6.4,0,5.80,9.70,8.50,5.5,4.30,7.20,4.50,,,4.60,4.60,3,2,54,21,3,45,5,99,97,32,2
UNILEVER PLC,ULVR,GB00B10RZP78,GB,20180601,Household & Personal Products,7.1,5.7,7.8,4.3,5.5,9.8,7.00,9.90,3.70,3.90,8.1,2.50,8.3,3.4,3.1,6.1,6.90,5.3,5.20,3.5,5.2,0,3.30,0.00,7.90,4.20,0,4.8,4.70,4.20,8,8.1,8.30,2.90,4.20,8.1,5.60,5.60,4.20,,,2.50,2.50,29,28,97,90,1,95,69,78,37,84,58
BRITISH AMERICAN TOBACCO P.L.C.,BATS,GB0002875804,GB,20180601,Tobacco,6.3,4,5.2,2.2,6,9.7,5.20,9.70,1.20,2.80,7.7,2.50,9.7,1.9,1.3,2.2,6.90,4.1,4.00,7.2,4.6,0,6.10,0.00,7.20,6.30,0,3.4,4.20,5.00,8.5,7.2,6.40,3.10,2.50,7.7,8.60,5.00,6.60,2.50,2.50,,,7,5,77,48,1,79,25,78,37,79,51
B.A.T. INTERNATIONAL FINANCE P.L.C.,BATS,USG08820CH69,GB,20180601,Tobacco,6.3,4,5.2,2.2,6,9.7,5.20,9.70,1.20,2.80,7.7,2.50,9.7,1.9,1.3,2.2,6.90,4.1,4.00,7.2,4.6,0,6.10,0.00,7.20,6.30,0,3.4,4.20,5.00,8.5,7.2,6.40,3.10,2.50,7.7,8.60,5.00,6.60,2.50,2.50,,,7,5,77,48,1,79,25,78,37,79,51
BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,BT,XS0110081782,GB,20180601,Integrated Telecommunication Services,8.2,5.8,10,6.3,4.8,10,10.00,10.00,5.60,5.80,5.5,4.40,10,2.4,1,1.9,10.00,2.6,5.70,1.2,1.7,0,5.60,17.00,9.60,8.20,0,1.2,7.20,7.50,6.4,0,5.80,9.70,8.50,5.5,4.30,7.20,4.50,,,4.60,4.60,3,2,54,21,3,45,5,99,97,32,2
EE FINANCE PLC,BT,XS0811603090,GB,20180601,Wireless Telecommunication Services,8.2,5.8,10,6.3,4.8,10,10.00,10.00,5.60,5.80,5.5,4.40,10,2.4,1,1.9,10.00,2.6,5.70,1.2,1.7,0,5.60,17.00,9.60,8.20,0,1.2,7.20,7.50,6.4,0,5.80,9.70,8.50,5.5,4.30,7.20,4.50,,,4.60,4.60,3,2,54,21,3,45,5,99,97,32,2
ASSOCIATED BRITISH FOODS PLC,ABF,GB0006731235,GB,20180801,Food Products,7.2,5.4,5.2,4.6,8.4,7,4.30,,5.50,3.50,8.4,,7.9,3.8,3.3,7.1,3.90,6.2,3.10,2.9,4,0,1.70,0.00,9.50,4.20,0,3.8,2.80,3.50,7.8,6.4,8.90,4.80,6.70,8.4,4.40,5.20,2.60,4.20,4.20,5.00,5.00,100,100,77,47,1,98,83,99,97,81,53
BUNZL PUBLIC LIMITED COMPANY,BNZL,GB00B0744B38,GB,20180801,Trading Companies & Distributors,6.7,6,1,6.4,7.5,10,1.00,,10.00,3.80,7.5,,10,1.9,1.4,8.1,4.60,3.2,1.00,2.4,1.9,0,9.80,0.00,3.90,6.70,23,2.1,4.70,6.80,6.6,3.1,8.30,0.00,3.30,7.5,5.60,5.00,3.60,5.00,5.00,5.00,5.00,57,53,90,71,1,87,37,99,97,34,4
3I GROUP PLC,III,GB00B1YW4409,GB,20180801,Asset Management & Custody Banks,8.3,6.2,10,5.2,8.1,10,7.10,,3.00,6.50,8.1,,10,1.1,0.3,0.8,7.10,1.9,2.10,0.6,0.7,0,10.00,0.00,2.50,6.70,0,0.3,10.00,6.00,3.3,0,7.40,5.60,6.00,8.1,7.80,4.90,5.70,5.00,5.00,5.00,5.00,34,30,94,82,1,96,70,79,36,93,85
WHITBREAD PLC,WTB,GB00B1KJJ408,GB,20180801,Restaurants,8.3,5.6,8.5,4.5,8.2,10,7.60,,4.70,2.60,8.2,,10,3.3,1.6,4,6.80,5.9,5.70,2.4,3.7,0,3.30,19.00,10.00,6.30,0,1.2,5.70,7.50,6.5,9.7,8.60,2.60,4.20,8.2,5.10,5.10,3.20,5.00,5.00,5.00,5.00,50,47,94,82,1,96,72,79,36,81,53
BRITISH AIRWAYS PLC,ICAG,USU1104PAA22,GB,20180801,Airlines,1.8,4,3.5,2.3,8.4,3.5,10.00,,1.90,2.80,8.4,,3.5,8.5,9.4,3.1,10.00,2.7,5.80,1.4,3.4,0,1.90,26.00,9.70,4.60,0,3.7,7.10,4.20,9.4,3,4.80,4.70,2.50,8.4,4.60,5.90,3.50,5.00,5.00,5.00,5.00,91,97,84,91,1,98,98,79,41,96,95
SSE PLC,SSE,GB0007908733,GB,20180801,Utilities,9.3,7.2,7.3,4.7,8.1,10,6.20,7.90,4.70,,8.1,,10,3.3,7.3,3.8,4.60,3.2,0.80,3.8,4.5,4.7,5.70,0.00,6.20,4.90,0,3,7.20,4.90,6.3,4.9,9.20,1.80,4.20,8.1,6.10,5.70,4.80,4.20,4.20,5.00,5.00,82,87,97,90,1,95,68,79,36,45,14
SEVERN TRENT PLC,SVT,GB00B1FH8J72,GB,20180801,Utilities,5.2,5.1,5,3.6,7.1,8.9,3.30,,8.60,3.60,7.1,,8.9,4.8,3,2.1,3.70,8.6,5.30,5.8,3.2,2.2,8.60,0.00,6.10,7.70,0,2.5,6.60,8.40,6.7,4.3,9.80,3.00,5.80,7.1,6.90,5.80,5.70,5.00,5.00,5.00,5.00,15,11,77,47,1,81,26,79,36,76,44
UNITED UTILITIES GROUP PLC,UU.,GB00B39J2M42,GB,20180801,Utilities,8,6.4,6.7,5,7.6,8.7,5.80,,7.10,5.00,7.6,,8.7,4.8,3,2.1,4.10,8.6,5.70,5.8,3.2,2.2,7.10,0.00,5.80,5.90,0,2.5,6.60,5.40,6.7,4.3,9.00,3.00,5.00,7.6,6.00,5.80,4.80,5.00,5.00,5.00,5.00,70,75,94,82,1,89,42,79,36,34,4
STANDARD LIFE PRIVATE EQUITY TRUST PLC,SLPE,GB0030474687,GB,20180801,Asset Management & Custody Banks,6.6,5.6,10,4.8,7.4,10,7.60,,3.60,5.30,7.4,,10,1,0.2,0.8,7.60,2,2.60,0.6,1,0,9.60,0.00,5.40,8.00,0,0.2,10.00,6.60,5.9,0,3.50,8.80,5.30,7.4,7.90,5.20,6.10,5.00,5.00,5.00,5.00,14,9,72,41,1,86,35,79,36,99,98
EDF ENERGY NUCLEAR GENERATION GROUP LIMITED,EDF,,GB,20180801,Utilities,6.5,5.9,6.6,5.5,3.2,10,5.60,5.50,5.50,,3.2,,10,1.2,7.7,3.7,5.30,4.8,3.10,5.7,6.4,5,1.90,0.00,10.00,4.90,0,3.6,7.30,5.80,6.4,4.8,7.50,1.90,2.50,3.2,2.20,6.20,1.40,4.20,4.20,4.20,4.20,24,22,14,10,4,9,6,4,4,76,75
CENTRICA PLC,CNA,GB00B033F229,GB,20180801,Utilities,7,6.2,6.5,2.7,8,10,6.30,6.10,2.70,,8,,10,4.6,5.3,3.3,6.10,4.5,3.60,5.4,5.9,2.2,7.20,0.00,6.30,6.50,0,3.7,8.90,4.60,6.3,3.5,8.40,1.30,3.40,8,9.20,6.10,8.30,5.00,5.00,5.00,5.00,75,79,84,57,1,95,65,79,36,81,53
ITV PLC,ITV,GB0033986497,GB,20180801,"Broadcasting, Cable & Satellite",10,7.4,10,8.3,6.8,10,7.60,,8.30,,7.4,6.40,10,1.8,0.7,1.4,7.60,2.4,3.00,1.5,2.8,0,8.30,29.00,5.70,7.00,0,1,7.30,6.70,5.7,0,6.30,5.20,4.50,7.4,6.40,5.50,4.90,5.00,5.00,5.00,5.00,12,8,72,41,1,85,34,99,97,93,85
WM MORRISON SUPERMARKETS P L C,MRW,GB0006043169,GB,20180801,Retail - Food & Staples,8.4,5.5,6.1,4.6,7.6,2.8,9.50,,4.00,4.80,7.6,,8.3,3,1.9,7.9,9.40,3.5,5.90,1.7,2.4,0,4.00,18.00,10.00,7.00,0,1.6,2.30,6.70,7.7,6.5,7.20,7.30,7.50,7.6,7.70,4.70,5.40,5.00,5.00,5.00,5.00,84,88,72,41,1,88,40,99,97,41,12
NATIONAL GRID PLC,NG.,GB00BDR05C01,GB,20180801,Utilities,10,7.6,8.2,3.8,8.2,10,7.80,8.00,3.80,,8.2,,10,2.7,6.4,3.7,8.80,1.5,3.80,5.3,4,3.3,7.50,0.00,5.80,6.30,0,3.3,7.30,4.10,6,4.1,10.00,2.20,5.80,8.2,7.40,5.70,6.10,5.00,5.00,5.00,5.00,70,75,87,64,1,96,74,79,36,93,85
RELX PLC,REL,GB00B2B0DG97,GB,20180801,Professional Services,9.8,7,10,6.1,8.2,10,9.00,,7.30,4.90,8.2,,10,2.4,2.4,1.8,9.00,2.8,4.80,1.8,3.2,3.7,7.90,0.00,6.50,7.40,0,0.6,8.60,8.90,5.1,1.3,4.90,8.90,6.80,8.2,10.00,5.00,8.80,5.00,5.00,5.00,5.00,74,78,94,82,1,97,76,79,36,60,26
SAFEWAY LIMITED,,XS0093004736,GB,20180801,Retail - Food & Staples,8.4,5.5,6.1,4.6,7.6,2.8,9.50,,4.00,4.80,7.6,,8.3,3,1.9,7.9,9.40,3.5,5.90,1.7,2.4,0,4.00,18.00,10.00,7.00,0,1.6,2.30,6.70,7.7,6.5,7.20,7.30,7.50,7.6,7.70,4.70,5.40,5.00,5.00,5.00,5.00,84,88,72,41,1,88,40,99,97,41,12
J SAINSBURY PLC,SBRY,GB00B019KW72,GB,20180801,Retail - Food & Staples,10,6.5,9.1,5,7.2,8.6,9.60,,3.70,5.30,7.2,,9.4,2.2,1.4,7.8,9.50,3,5.60,1.3,2,0,3.70,18.00,10.00,6.70,0,1.2,3.40,5.80,7.6,6.4,3.00,7.30,3.30,7.2,7.90,4.80,5.70,5.00,5.00,5.00,5.00,18,13,87,64,1,82,27,99,97,36,7
KEYSTONE INVESTMENT TRUST PLC,KIT,GB0004912068,GB,20180801,Asset Management & Custody Banks,5.4,5.1,10,4.5,5.8,10,5.60,,3.30,5.10,5.8,,10,1.1,0.3,0.8,5.60,2.4,1.00,0.8,0.8,0,7.50,0.00,4.80,5.30,0,0.3,9.00,5.30,4.3,0,4.40,8.60,6.00,5.8,7.90,5.10,6.00,5.00,5.00,5.00,5.00,100,100,31,16,3,50,44,70,98,30,7
TESCO PLC,TSCO,GB0008847096,GB,20180801,Retail - Food & Staples,6.3,4.8,9.1,3.4,6.6,8.4,9.80,,2.00,2.30,6.6,,10,2.9,1.9,7.8,8.20,3.4,4.70,1.8,2.4,0,1.60,17.00,10.00,4.60,0,1.8,2.30,5.00,7.6,6.3,4.00,7.20,4.20,6.6,9.60,4.90,7.50,4.60,4.60,5.00,5.00,37,34,39,9,2,69,15,79,36,93,85
ABERDEEN ASSET MANAGEMENT PLC,SLA,GB0000031285,GB,20180801,Asset Management & Custody Banks,6.6,5.6,10,4.8,7.4,10,7.60,,3.60,5.30,7.4,,10,1,0.2,0.8,7.60,2,2.60,0.6,1,0,9.60,0.00,5.40,8.00,0,0.2,10.00,6.60,5.9,0,3.50,8.80,5.30,7.4,7.90,5.20,6.10,5.00,5.00,5.00,5.00,14,9,72,41,1,86,35,79,36,99,98
ADMIRAL GROUP PLC,ADM,GB00B02J6398,GB,20180801,Property & Casualty Insurance,4,3.9,2.6,2.3,9.5,2.6,6.00,,3.50,1.50,9.5,,9,0.7,0.1,0.6,7.10,1.7,2.10,0.7,1.4,0,10.00,0.00,4.10,7.50,0,0.3,7.90,4.40,3.4,0,2.00,7.70,2.70,9.5,5.30,5.00,3.30,5.00,5.00,5.00,5.00,93,95,100,100,1,100,100,99,97,96,90
ASHTEAD GROUP PUBLIC LIMITED COMPANY,AHT,GB0000536739,GB,20180801,Trading Companies & Distributors,7,5.9,3.5,8.2,5.9,8.9,8.80,,8.20,,6.8,5.10,8.9,2.1,1.2,2,8.80,2.7,4.50,2.7,3.8,2.1,5.70,0.00,4.70,3.40,21,4.2,3.60,1.30,4.2,1.8,5.90,2.80,1.70,6.8,5.10,4.90,3.00,5.00,5.00,5.00,5.00,23,17,62,29,2,75,19,79,36,60,25
BRITISH LAND COMPANY PUBLIC LIMITED COMPANY(THE),BLND,US1108281007,GB,20180801,Real Estate Management & Services,10,7.7,7.6,7.5,8.4,9.5,8.20,10.00,7.50,,8.4,,9.5,3.8,0.7,0.9,8.70,4.1,5.80,1.6,1.4,2.3,10.00,0.00,3.10,6.70,23,2.5,8.10,5.90,3.1,1.9,10.00,0.00,6.70,8.4,8.20,5.50,6.70,5.00,5.00,5.00,5.00,79,84,90,71,1,98,83,79,36,93,85
COMPASS GROUP PLC,CPG,GB00BD6K4575,GB,20180801,Restaurants,6.5,5.2,7.4,4.1,7,9.8,6.20,,3.10,3.80,7,,9.8,3.5,1.4,3.7,7.80,5.8,6.60,3,3.7,0.4,3.10,23.00,10.00,6.10,0,1.9,5.40,5.10,8,7.4,7.00,2.50,2.50,7,6.30,5.60,4.90,5.00,5.00,5.00,5.00,44,40,53,20,2,78,23,79,36,81,53
G4S PLC,GFS,GB00B01FLG62,GB,20180801,Commercial Services & Supplies,1.8,3.7,10,1.5,4.6,10,7.10,,1.50,,8.1,1.40,10,1.8,0.5,1.3,7.10,2.7,2.80,2.1,3.1,0,0.40,23.00,6.60,0.00,23,8.2,2.00,4.50,5,0,7.70,2.60,3.30,8.1,1.40,9.50,3.90,3.70,3.70,5.00,5.00,67,65,84,57,1,95,68,99,97,76,44
HAMMERSON PLC,HMSO,GB0004065016,GB,20180801,Real Estate Management & Services,8.4,6.4,7.6,5.1,7.3,8.1,8.80,10.00,5.10,,7.3,,8.1,3.6,1,0.9,8.10,4.1,5.20,1.7,1.6,2.3,10.00,0.00,3.00,6.70,22,3.3,7.80,5.50,2.6,1.9,9.20,0.00,4.20,7.3,7.30,5.80,6.10,5.00,5.00,5.00,5.00,41,37,61,27,1,84,31,79,36,93,85
IMPERIAL BRANDS PLC,IMB,GB0004544929,GB,20180801,Tobacco,5.5,4.5,6.2,2.5,8.1,10,6.20,,0.00,3.80,8.1,,10,3.1,2.7,2.4,8.40,3.6,5.00,5.6,4.4,0,6.50,0.00,8.70,8.20,0,4.7,4.00,7.50,7.5,6.8,6.90,2.60,2.50,8.1,6.50,5.30,4.80,5.00,5.00,3.70,3.70,60,56,87,64,1,96,71,79,36,93,85
INTERTEK GROUP PLC,ITRK,GB0031638363,GB,20180801,Professional Services,8.6,6.6,8.7,5.2,8.6,8.7,9.20,,2.40,8.90,8.6,,8.7,1.7,0.6,0.8,9.20,2.8,5.00,2,4.2,4.5,2.10,0.00,7.40,2.50,0,1.2,8.60,4.00,4.5,5.6,8.90,2.60,4.50,8.6,6.50,6.90,6.40,5.00,5.00,5.00,5.00,87,90,99,95,1,99,95,79,36,81,53
LAND SECURITIES GROUP PLC,LAND,US5146743084,GB,20180801,Real Estate Management & Services,7.6,6,7.7,3,6.4,9,8.10,10.00,3.00,,6.4,,9,4.1,0.4,0.9,8.50,4.1,5.60,1.6,1.3,2.3,9.90,0.00,3.10,6.00,0,2.1,8.60,4.60,3.2,1.9,10.00,0.00,5.00,6.4,7.80,5.30,6.10,5.00,5.00,5.00,5.00,31,27,44,13,2,64,12,79,36,60,25
